,Cement,Blast Furnace Slag,Fly Ash,Water,Superplastic,Coarse Aggregate,Fine Aggregate,Age,Compressive strength
91,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,3,35.31
92,337.9,189.0,108.81465517241375,174.9,9.5,944.7,755.8,3,24.97
93,374.0,189.2,108.81465517241375,17.1,1.1,926.1,756.7,7,46.22
94,313.3,262.2,108.81465517241375,175.5,8.6,146.9,611.8,7,42.8
95,230.37981744421856,16.3,108.81465517241375,153.5,16.5,852.1,887.1,7,49.22
96,425.0,16.3,108.81465517241375,151.4,18.6,936.0,83.7,7,46.82
98,475.0,118.8,108.81465517241375,181.1,8.9,852.1,781.5,7,55.6
100,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,7,49.22
101,388.6,97.1,108.81465517241375,157.9,12.1,852.1,925.7,7,34.91
103,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,7,49.22
104,318.8,212.5,108.81465517241375,155.7,14.3,852.1,88.4,7,33.4
105,41.8,94.7,108.81465517241375,147.4,11.4,946.8,852.1,7,54.96
106,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,7,55.9
108,230.37981744421856,151.2,108.81465517241375,153.9,15.9,1134.3,65.0,7,47.98
109,230.37981744421856,189.0,108.81465517241375,164.9,11.6,944.7,755.8,7,55.9
110,230.37981744421856,2.9,108.81465517241375,144.7,11.2,14.6,83.7,7,38.0
111,230.37981744421856,189.0,108.81465517241375,164.9,11.6,944.7,755.8,7,55.9
112,439.0,177.0,108.81465517241375,186.0,11.1,884.9,77.9,7,56.96
114,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,7,22.9
115,337.9,189.0,108.81465517241375,174.9,9.5,944.7,755.8,7,35.11
116,374.0,189.2,108.81465517241375,17.1,1.1,926.1,756.7,28,61.94
117,313.3,262.2,108.81465517241375,175.5,8.6,146.9,611.8,28,59.8
118,230.37981744421856,16.3,108.81465517241375,153.5,16.5,852.1,887.1,28,6.29
119,425.0,16.3,108.81465517241375,151.4,18.6,936.0,83.7,28,61.8
121,475.0,118.8,108.81465517241375,181.1,8.9,852.1,781.5,28,68.3
123,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,28,6.29
124,388.6,97.1,108.81465517241375,157.9,12.1,852.1,925.7,28,5.7
126,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,28,6.29
127,318.8,212.5,108.81465517241375,155.7,14.3,852.1,88.4,28,55.5
128,41.8,94.7,108.81465517241375,147.4,11.4,946.8,852.1,28,68.5
129,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,28,71.3
131,379.5,151.2,108.81465517241375,153.9,15.9,1134.3,65.0,28,52.22
132,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,28,71.3
133,286.3,2.9,108.81465517241375,144.7,11.2,14.6,83.7,28,67.7
134,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,28,71.3
135,439.0,177.0,108.81465517241375,186.0,11.1,884.9,77.9,28,66.0
137,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,28,71.3
138,337.9,189.0,108.81465517241375,174.9,9.5,944.7,755.8,28,49.9
139,374.0,189.2,108.81465517241375,17.1,1.1,926.1,756.7,56,63.4
140,313.3,262.2,108.81465517241375,175.5,8.6,146.9,611.8,56,64.94
141,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,56,64.35
142,425.0,16.3,108.81465517241375,151.4,18.6,936.0,83.7,56,64.94
144,475.0,118.8,108.81465517241375,181.1,8.9,852.1,781.5,56,72.3
146,230.37981744421856,16.3,108.81465517241375,153.5,16.5,852.1,887.1,56,64.35
147,388.6,97.1,108.81465517241375,157.9,12.1,852.1,925.7,56,55.2
149,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,56,64.35
150,318.8,212.5,108.81465517241375,155.7,14.3,852.1,88.4,56,66.16
151,41.8,94.7,108.81465517241375,147.4,11.4,946.8,852.1,56,73.7
152,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,56,77.3
154,379.5,151.2,108.81465517241375,153.9,15.9,1134.3,65.0,56,54.9
155,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,56,77.3
156,230.37981744421856,2.9,108.81465517241375,144.7,11.2,14.6,83.7,56,72.99
157,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,56,77.3
158,439.0,177.0,108.81465517241375,186.0,11.1,884.9,77.9,56,71.7
160,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,56,77.3
161,337.9,189.0,108.81465517241375,174.9,9.5,944.7,755.8,56,59.89
162,230.37981744421856,189.2,108.81465517241375,17.1,1.1,926.1,756.7,91,64.94
163,313.3,262.2,108.81465517241375,175.5,8.6,146.9,611.8,91,66.6
164,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,91,65.2
165,425.0,16.3,108.81465517241375,151.4,18.6,936.0,83.7,91,66.7
167,475.0,118.8,108.81465517241375,181.1,8.9,852.1,781.5,91,74.19
169,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,91,65.2
170,388.6,97.1,108.81465517241375,157.9,12.1,852.1,925.7,91,57.6
172,425.0,16.3,108.81465517241375,153.5,16.5,852.1,887.1,91,65.2
173,318.8,212.5,108.81465517241375,155.7,14.3,852.1,88.4,91,69.0
174,41.8,94.7,108.81465517241375,147.4,11.4,946.8,852.1,91,75.5
175,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,91,79.3
176,379.5,151.2,108.81465517241375,153.9,15.9,1134.3,65.0,91,56.5
177,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,91,79.3
178,286.3,2.9,108.81465517241375,144.7,11.2,14.6,83.7,91,76.87
179,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,91,79.3
180,439.0,177.0,108.81465517241375,186.0,11.1,884.9,77.9,91,73.3
182,362.6,189.0,108.81465517241375,164.9,11.6,944.7,755.8,91,79.3
183,337.9,189.0,108.81465517241375,174.9,9.5,944.7,755.8,91,67.8
184,222.4,107.40626118067978,96.7,189.3,4.5,967.8,87.3,3,11.58
185,222.4,107.40626118067978,96.7,189.3,4.5,967.8,87.3,14,24.45
186,222.4,107.40626118067978,96.7,189.3,4.5,967.8,87.3,28,24.9
187,222.4,107.40626118067978,96.7,189.3,4.5,967.8,87.3,56,29.45
188,222.4,107.40626118067978,96.7,189.3,4.5,967.8,87.3,1,4.71
189,233.8,107.40626118067978,94.6,197.9,4.6,947.4,852.2,3,1.38
190,233.8,107.40626118067978,94.6,197.9,4.6,947.4,852.2,14,22.14
191,233.8,107.40626118067978,94.6,197.9,4.6,947.4,852.2,28,22.84
192,233.8,107.40626118067978,94.6,197.9,4.6,947.4,852.2,56,27.66
193,233.8,107.40626118067978,94.6,197.9,4.6,947.4,852.2,1,34.56
199,19.7,107.40626118067978,125.4,162.1,7.8,19.0,84.1,3,15.44
200,19.7,107.40626118067978,125.4,162.1,7.8,19.0,84.1,14,21.63
201,19.7,107.40626118067978,125.4,162.1,7.8,19.0,84.1,28,26.44
202,19.7,107.40626118067978,125.4,162.1,7.8,19.0,84.1,56,35.34
203,19.7,107.40626118067978,125.4,162.1,7.8,19.0,84.1,1,4.57
204,212.7,107.40626118067978,121.6,18.3,5.7,157.6,779.3,3,12.47
205,212.7,107.40626118067978,121.6,18.3,5.7,157.6,779.3,14,2.92
206,212.7,107.40626118067978,121.6,18.3,5.7,157.6,779.3,28,24.94
207,212.7,107.40626118067978,121.6,18.3,5.7,157.6,779.3,56,34.25
208,212.7,107.40626118067978,121.6,18.3,5.7,157.6,779.3,1,39.61
209,230.0,107.40626118067978,118.3,195.5,4.6,129.4,758.6,3,1318758.0
210,230.0,107.40626118067978,118.3,195.5,4.6,129.4,758.6,14,28443588.0
211,230.0,107.40626118067978,118.3,195.5,4.6,129.4,758.6,28,24.48
212,230.0,107.40626118067978,118.3,195.5,4.6,129.4,758.6,56,31.54
213,230.0,107.40626118067978,118.3,195.5,4.6,129.4,758.6,1,35.34
214,19.3,107.40626118067978,125.2,161.9,9.9,188.1,82.6,3,9.45
215,19.3,107.40626118067978,125.2,161.9,9.9,188.1,82.6,14,22.72
216,19.3,107.40626118067978,125.2,161.9,9.9,188.1,82.6,28,28.47
217,19.3,107.40626118067978,125.2,161.9,9.9,188.1,82.6,56,38.56
218,19.3,107.40626118067978,125.2,161.9,9.9,188.1,82.6,1,4.39
219,166.9,107.40626118067978,163.3,176.5,4.5,158.6,789.0,3,1.76
220,166.9,107.40626118067978,163.3,176.5,4.5,158.6,789.0,14,25.48
221,230.37981744421856,107.40626118067978,163.3,176.5,4.5,158.6,789.0,28,21.54
222,166.9,107.40626118067978,163.3,176.5,4.5,158.6,789.0,56,28.63
223,166.9,107.40626118067978,163.3,176.5,4.5,158.6,789.0,1,33.54
224,168.0,42.8,163.8,121.8,5.7,158.7,78.1,3,7.75
225,168.0,42.8,163.8,121.8,5.7,158.7,78.1,14,17.82
226,168.0,42.8,163.8,121.8,5.7,158.7,78.1,28,24.24
227,168.0,42.8,163.8,121.8,5.7,158.7,78.1,56,32.85
228,168.0,42.8,163.8,121.8,5.7,158.7,78.1,1,39.23
229,213.7,98.5,24.5,181.7,6.9,165.8,785.4,3,18.0
230,213.7,98.5,24.5,181.7,6.9,165.8,785.4,14,3.39
231,230.37981744421856,98.5,24.5,181.7,6.9,165.8,785.4,28,45.75
232,230.37981744421856,98.5,24.5,181.7,6.9,165.8,785.4,56,5.77
233,230.37981744421856,98.5,24.5,181.7,6.9,165.8,785.4,1,53.93
234,230.37981744421856,98.6,24.5,181.7,6.7,166.0,785.5,3,13.18
235,213.8,98.6,24.5,181.7,6.7,166.0,785.5,14,17.84
236,213.8,98.6,24.5,181.7,6.7,166.0,785.5,28,4.24
237,213.8,98.6,24.5,181.7,6.7,166.0,785.5,56,47.13
238,213.8,98.6,24.5,181.7,6.7,166.0,785.5,1,49.97
239,229.7,107.40626118067978,118.2,195.2,6.1,128.1,757.6,3,13.36
240,229.7,107.40626118067978,118.2,195.2,6.1,128.1,757.6,14,22.32
241,229.7,107.40626118067978,118.2,195.2,6.1,128.1,757.6,28,24.54
242,229.7,107.40626118067978,118.2,195.2,6.1,128.1,757.6,56,31.35
243,229.7,107.40626118067978,118.2,195.2,6.1,128.1,757.6,1,4.86
244,238.5,107.40626118067978,94.1,186.7,7.0,949.9,847.1,3,19.93
245,238.5,107.40626118067978,94.1,186.7,7.0,949.9,847.1,14,25.69
246,238.5,107.40626118067978,94.1,186.7,7.0,949.9,847.1,28,3.23
247,238.5,107.40626118067978,94.1,186.7,7.0,949.9,847.1,56,39.59
248,238.5,107.40626118067978,94.1,186.7,7.0,949.9,847.1,1,44.3
249,25.0,107.40626118067978,95.7,187.4,5.5,956.9,861.2,3,13.82
250,25.0,107.40626118067978,95.7,187.4,5.5,956.9,861.2,14,24.92
251,25.0,107.40626118067978,95.7,187.4,5.5,956.9,861.2,28,29.22
252,25.0,107.40626118067978,95.7,187.4,5.5,956.9,861.2,56,38.33
253,25.0,107.40626118067978,95.7,187.4,5.5,956.9,861.2,1,42.35
264,212.0,107.40626118067978,124.8,159.0,7.8,185.4,799.5,3,19.52
265,212.0,107.40626118067978,124.8,159.0,7.8,185.4,799.5,14,31.35
266,212.0,107.40626118067978,124.8,159.0,7.8,185.4,799.5,28,38.53
267,212.0,107.40626118067978,124.8,159.0,7.8,185.4,799.5,56,45.85
268,212.0,107.40626118067978,124.8,159.0,7.8,185.4,799.5,1,47.82
269,231.8,107.40626118067978,121.6,174.0,6.7,156.4,778.5,3,15.44
270,231.8,107.40626118067978,121.6,174.0,6.7,156.4,778.5,14,26.77
271,231.8,107.40626118067978,121.6,174.0,6.7,156.4,778.5,28,33.73
272,231.8,107.40626118067978,121.6,174.0,6.7,156.4,778.5,56,42.7
273,230.37981744421856,107.40626118067978,121.6,174.0,6.7,156.4,778.5,1,45.84
274,251.4,107.40626118067978,118.3,188.5,5.8,128.4,757.7,3,17.22
275,251.4,107.40626118067978,118.3,188.5,5.8,128.4,757.7,14,29.93
276,251.4,107.40626118067978,118.3,188.5,5.8,128.4,757.7,28,29.65
277,251.4,107.40626118067978,118.3,188.5,5.8,128.4,757.7,56,36.97
278,251.4,107.40626118067978,118.3,188.5,5.8,128.4,757.7,1,43.58
279,251.4,107.40626118067978,118.3,188.5,6.4,128.4,757.7,3,13.13
280,251.4,107.40626118067978,118.3,188.5,6.4,128.4,757.7,14,24.43
281,251.4,107.40626118067978,118.3,188.5,6.4,128.4,757.7,28,32.66
282,251.4,107.40626118067978,118.3,188.5,6.4,128.4,757.7,56,36.64
283,251.4,107.40626118067978,118.3,188.5,6.4,128.4,757.7,1,44.29
284,181.4,107.40626118067978,167.1,169.6,7.6,155.6,777.8,3,13.62
285,181.4,107.40626118067978,167.1,169.6,7.6,155.6,777.8,14,21.61
286,181.4,107.40626118067978,167.1,169.6,7.6,155.6,777.8,28,27.77
287,181.4,107.40626118067978,167.1,169.6,7.6,155.6,777.8,56,35.58
288,181.4,107.40626118067978,167.1,169.6,7.6,155.6,777.8,1,45.37
289,182.4,45.2,122.0,17.2,8.2,159.4,78.7,3,7.32
290,182.4,45.2,122.0,17.2,8.2,159.4,78.7,14,21.55
291,182.4,45.2,122.0,17.2,8.2,159.4,78.7,28,31.27
292,182.4,45.2,122.0,17.2,8.2,159.4,78.7,56,43.5
293,182.4,45.2,122.0,17.2,8.2,159.4,78.7,1,48.67
294,168.9,42.2,124.3,158.3,1.8,18.8,796.2,3,7.4
295,168.9,42.2,124.3,158.3,1.8,18.8,796.2,14,23.51
296,168.9,42.2,124.3,158.3,1.8,18.8,796.2,28,31.12
297,168.9,42.2,124.3,158.3,1.8,18.8,796.2,56,39.15
298,168.9,42.2,124.3,158.3,1.8,18.8,796.2,1,48.15
299,29.4,107.40626118067978,96.2,168.8,9.4,961.2,865.0,3,22.54
300,29.4,107.40626118067978,96.2,168.8,9.4,961.2,865.0,14,34.67
301,29.4,107.40626118067978,96.2,168.8,9.4,961.2,865.0,28,34.74
302,29.4,107.40626118067978,96.2,168.8,9.4,961.2,865.0,56,45.85
303,29.4,107.40626118067978,96.2,168.8,9.4,961.2,865.0,1,48.97
304,277.5,107.40626118067978,97.4,16.6,11.8,973.9,875.6,3,23.14
305,277.5,107.40626118067978,97.4,16.6,11.8,973.9,875.6,14,41.89
306,277.5,107.40626118067978,97.4,16.6,11.8,973.9,875.6,28,48.28
307,277.5,107.40626118067978,97.4,16.6,11.8,973.9,875.6,56,51.35
308,277.5,107.40626118067978,97.4,16.6,11.8,973.9,875.6,1,55.65
309,295.7,107.40626118067978,95.6,171.5,8.9,955.1,859.2,3,22.95
310,295.7,107.40626118067978,95.6,171.5,8.9,955.1,859.2,14,35.23
311,295.7,107.40626118067978,95.6,171.5,8.9,955.1,859.2,28,39.94
312,295.7,107.40626118067978,95.6,171.5,8.9,955.1,859.2,56,48.72
313,295.7,107.40626118067978,95.6,171.5,8.9,955.1,859.2,1,52.42
314,251.8,107.40626118067978,99.9,146.1,12.4,16.0,899.8,3,21.22
315,251.8,107.40626118067978,99.9,146.1,12.4,16.0,899.8,14,33.36
316,251.8,107.40626118067978,99.9,146.1,12.4,16.0,899.8,28,33.94
317,251.8,107.40626118067978,99.9,146.1,12.4,16.0,899.8,56,44.14
318,251.8,107.40626118067978,99.9,146.1,12.4,16.0,899.8,1,45.37
319,249.1,107.40626118067978,98.8,158.1,12.8,987.8,889.1,3,15.36
320,249.1,107.40626118067978,98.8,158.1,12.8,987.8,889.1,14,28.68
321,249.1,107.40626118067978,98.8,158.1,12.8,987.8,889.1,28,3.85
322,230.37981744421856,107.40626118067978,98.8,158.1,12.8,987.8,889.1,56,42.35
323,249.1,107.40626118067978,98.8,158.1,12.8,987.8,889.1,1,51.56
324,252.3,107.40626118067978,98.8,146.3,14.2,987.8,889.1,3,21.79
325,252.3,107.40626118067978,98.8,146.3,14.2,987.8,889.1,14,42.29
326,252.3,107.40626118067978,98.8,146.3,14.2,987.8,889.1,28,5.66
327,252.3,107.40626118067978,98.8,146.3,14.2,987.8,889.1,56,55.83
328,252.3,107.40626118067978,98.8,146.3,14.2,987.8,889.1,1,6.95
329,246.8,107.40626118067978,125.8,143.3,12.0,186.8,8.9,3,23.52
330,246.8,107.40626118067978,125.8,143.3,12.0,186.8,8.9,14,42.22
331,246.8,107.40626118067978,125.8,143.3,12.0,186.8,8.9,28,52.54
332,246.8,107.40626118067978,125.8,143.3,12.0,186.8,8.9,56,6.32
333,246.8,107.40626118067978,125.8,143.3,12.0,186.8,8.9,1,66.42
334,275.7,107.40626118067978,121.4,159.5,9.9,153.6,777.5,3,23.87
335,275.7,107.40626118067978,121.4,159.5,9.9,153.6,777.5,14,38.77
336,275.7,107.40626118067978,121.4,159.5,9.9,153.6,777.5,28,51.33
337,275.7,107.40626118067978,121.4,159.5,9.9,153.6,777.5,56,56.85
338,275.7,107.40626118067978,121.4,159.5,9.9,153.6,777.5,1,58.65
339,230.37981744421856,107.40626118067978,117.5,174.8,9.5,122.8,753.5,3,21.91
340,297.2,107.40626118067978,117.5,174.8,9.5,122.8,753.5,14,36.99
341,297.2,107.40626118067978,117.5,174.8,9.5,122.8,753.5,28,47.41
342,297.2,107.40626118067978,117.5,174.8,9.5,122.8,753.5,56,51.96
343,297.2,107.40626118067978,117.5,174.8,9.5,122.8,753.5,1,56.74
344,213.7,107.40626118067978,174.7,154.8,1.2,153.5,776.4,3,17.57
345,213.7,107.40626118067978,174.7,154.8,1.2,153.5,776.4,14,33.73
346,213.7,107.40626118067978,174.7,154.8,1.2,153.5,776.4,28,4.15
347,213.7,107.40626118067978,174.7,154.8,1.2,153.5,776.4,56,46.64
349,213.5,107.40626118067978,174.2,154.6,11.7,152.3,775.5,3,17.37
350,213.5,107.40626118067978,174.2,154.6,11.7,152.3,775.5,14,33.72
351,213.5,107.40626118067978,174.2,154.6,11.7,152.3,775.5,28,45.94
352,213.5,107.40626118067978,174.2,154.6,11.7,152.3,775.5,56,51.43
353,213.5,107.40626118067978,174.2,154.6,11.7,152.3,775.5,1,59.32
354,277.2,97.8,24.5,16.7,11.2,161.7,782.5,3,3.45
355,277.2,97.8,24.5,16.7,11.2,161.7,782.5,14,47.71
356,277.2,97.8,24.5,16.7,11.2,161.7,782.5,28,63.14
357,277.2,97.8,24.5,16.7,11.2,161.7,782.5,56,66.82
358,277.2,97.8,24.5,16.7,11.2,161.7,782.5,1,66.95
359,218.2,54.6,123.8,14.8,11.9,175.7,792.7,3,27.42
360,218.2,54.6,123.8,14.8,11.9,175.7,792.7,14,35.96
361,230.37981744421856,54.6,123.8,14.8,11.9,175.7,792.7,28,55.6
362,218.2,54.6,123.8,14.8,11.9,175.7,792.7,56,62.0
363,218.2,54.6,123.8,14.8,11.9,175.7,792.7,1,63.53
364,214.9,53.8,121.9,155.6,9.6,114.3,78.6,3,18.17
365,214.9,53.8,121.9,155.6,9.6,114.3,78.6,14,38.64
366,214.9,53.8,121.9,155.6,9.6,114.3,78.6,28,52.22
367,214.9,53.8,121.9,155.6,9.6,114.3,78.6,56,53.96
368,214.9,53.8,121.9,155.6,9.6,114.3,78.6,1,56.63
369,218.9,107.40626118067978,124.1,158.5,11.3,178.7,794.9,3,15.35
370,218.9,107.40626118067978,124.1,158.5,11.3,178.7,794.9,14,26.48
371,218.9,107.40626118067978,124.1,158.5,11.3,178.7,794.9,28,3.22
372,218.9,107.40626118067978,124.1,158.5,11.3,178.7,794.9,56,37.27
373,218.9,107.40626118067978,124.1,158.5,11.3,178.7,794.9,1,46.23
374,376.0,107.40626118067978,108.81465517241375,214.6,8.924116743471586,13.5,762.4,3,16.28
375,376.0,107.40626118067978,108.81465517241375,214.6,8.924116743471586,13.5,762.4,14,25.63
376,376.0,107.40626118067978,108.81465517241375,214.6,8.924116743471586,13.5,762.4,28,31.97
377,376.0,107.40626118067978,108.81465517241375,214.6,8.924116743471586,13.5,762.4,56,36.39
378,376.0,107.40626118067978,108.81465517241375,214.6,8.924116743471586,13.5,762.4,1,43.58
379,5.0,107.40626118067978,108.81465517241375,14.0,4.0,966.0,853.0,28,67.57
380,475.0,107.40626118067978,59.0,142.0,1.9,198.0,641.0,28,57.23
381,230.37981744421856,137.0,108.81465517241375,145.0,5.9,113.0,745.0,28,81.75
383,230.37981744421856,107.40626118067978,108.81465517241375,165.0,11.3,13.0,745.0,28,78.82
384,230.37981744421856,107.40626118067978,108.81465517241375,162.0,8.2,81.0,82.0,28,41.37
385,230.37981744421856,107.40626118067978,108.81465517241375,17.0,5.2,855.0,855.0,28,6.29
386,230.37981744421856,107.40626118067978,108.81465517241375,185.0,6.9,92.0,72.0,28,56.83
387,230.37981744421856,107.40626118067978,108.81465517241375,175.0,5.2,87.0,85.0,28,51.21
388,230.37981744421856,107.40626118067978,136.0,158.0,2.0,93.0,768.0,28,55.55
389,230.37981744421856,107.40626118067978,108.81465517241375,2.0,3.0,1124.4,613.2,28,44.13
